,NO,NO2,AirTemp,Press,UMR,O3,PM10
15752,2.19,11.36,10.4,937.0,65.2,51.55,9.89
15753,2.35,8.48,11.9,937.0,60.3,51.55,9.89
15754,2.4,8.08,13.5,937.0,56.7,51.55,9.89
15755,1.64,6.68,14.0,937.0,56.4,51.55,9.89
15756,1.48,6.65,14.9,937.0,53.0,51.55,9.89
15757,2.14,10.1,14.1,937.0,56.1,51.55,9.89
15758,1.61,8.17,14.5,937.0,55.0,51.55,9.89
15759,1.43,9.51,14.7,937.0,54.5,51.55,9.89
15760,1.79,12.63,13.6,937.0,56.1,51.55,9.89
15761,1.69,17.04,12.7,938.0,58.2,51.55,9.89
15762,1.89,24.07,11.7,938.0,60.3,51.55,9.89
15763,1.69,16.65,12.4,938.0,57.8,51.55,9.89
15764,1.17,11.58,12.3,939.0,59.6,51.55,9.89
15765,0.93,9.25,11.9,939.0,62.1,51.55,9.89
15766,1.04,7.48,11.6,939.0,63.8,51.55,9.89
15767,0.89,7.04,10.8,940.0,66.6,51.55,9.89
15768,0.82,6.43,10.2,940.0,67.5,44.1,24.39
15769,0.94,5.73,9.8,940.0,66.6,44.1,24.39
15770,0.69,5.31,9.3,940.0,67.5,44.1,24.39
15771,0.81,6.94,8.9,940.0,67.8,44.1,24.39
15772,0.81,6.09,8.7,941.0,67.0,44.1,24.39
15773,1.18,9.08,8.7,941.0,66.7,44.1,24.39
15774,1.05,13.43,8.4,941.0,68.2,44.1,24.39
15775,2.32,20.32,10.0,942.0,63.5,44.1,24.39
15776,2.81,16.38,12.3,943.0,57.6,44.1,24.39
15777,1.95,9.54,13.5,943.0,54.4,44.1,24.39
15778,1.35,7.63,13.0,944.0,56.2,44.1,24.39
15779,1.58,6.11,15.0,943.0,50.7,44.1,24.39
15780,1.54,5.54,16.7,943.0,45.1,44.1,24.39
15781,1.35,5.84,17.8,943.0,41.4,44.1,24.39
15782,1.26,6.13,18.4,943.0,38.8,44.1,24.39
15783,1.36,8.19,19.1,943.0,37.7,44.1,24.39
15784,7.2,60.62,23.6,942.0,52.5,44.1,24.39
15785,16.62,68.73,21.7,942.0,59.7,44.1,24.39
15786,9.42,45.92,18.4,942.0,71.3,44.1,24.39
15787,2.93,32.52,14.7,942.0,89.1,44.1,24.39
15788,2.01,24.09,13.7,942.0,91.7,44.1,24.39
15789,1.27,20.65,13.1,943.0,92.8,44.1,24.39
15790,1.65,21.41,12.9,942.0,93.0,44.1,24.39
15791,1.28,20.12,13.0,942.0,93.3,44.1,24.39
15792,57.03,46.58,5.9,945.0,82.6,16.85,43.39
15793,28.97,40.59,5.2,946.0,84.3,16.85,43.39
15795,42.14,33.18,4.3,946.0,88.8,16.85,43.39
15796,32.57,31.81,3.8,946.0,89.6,16.85,43.39
15797,14.13,27.57,3.5,946.0,90.8,16.85,43.39
15798,39.56,27.44,3.2,946.0,91.1,16.85,43.39
15799,70.22,28.72,4.9,946.0,90.6,16.85,43.39
15800,37.38,38.7,8.3,947.0,75.3,16.85,43.39
15801,32.15,42.86,11.0,947.0,61.7,16.85,43.39
15802,20.03,42.07,13.8,946.0,51.9,16.85,43.39
15803,10.34,34.2,15.9,946.0,45.2,16.85,43.39
15804,5.72,27.65,17.4,946.0,40.9,16.85,43.39
15805,3.51,21.49,18.2,945.0,39.1,16.85,43.39
15806,3.25,23.24,19.4,945.0,37.5,16.85,43.39
15807,3.07,26.88,20.1,945.0,38.1,16.85,43.39
15808,19.99,72.74,21.4,940.0,59.8,16.85,43.39
15809,28.78,76.63,19.2,941.0,69.3,16.85,43.39
15810,113.07,82.72,17.7,941.0,75.6,16.85,43.39
15811,69.0,70.69,16.9,941.0,77.1,16.85,43.39
15812,13.75,45.23,16.1,941.0,79.4,16.85,43.39
15813,6.6,36.41,15.0,941.0,85.1,16.85,43.39
15814,3.46,23.48,14.5,941.0,89.9,16.85,43.39
15815,49.72,51.78,7.8,945.0,82.5,16.85,43.39
15816,0.82,6.43,10.2,940.0,67.5,16.46,55.89
15817,0.94,5.73,9.8,940.0,66.6,16.46,55.89
15818,0.69,5.31,9.3,940.0,67.5,16.46,55.89
15819,0.81,6.94,8.9,940.0,67.8,16.46,55.89
15820,9.49,26.53,5.8,944.0,89.7,16.46,55.89
15821,35.28,23.88,5.1,944.0,91.0,16.46,55.89
15822,65.6,28.27,5.1,944.0,92.1,16.46,55.89
15823,211.8,54.59,6.6,944.0,91.5,16.46,55.89
15826,89.64,91.42,15.7,944.0,54.6,16.46,55.89
15827,59.92,92.48,18.3,944.0,48.2,16.46,55.89
15828,43.96,96.09,21.1,943.0,42.5,16.46,55.89
15829,25.93,86.56,22.6,943.0,39.3,16.46,55.89
15830,21.84,88.02,24.1,942.0,36.0,16.46,55.89
15831,19.07,91.41,24.5,942.0,34.8,16.46,55.89
15832,80.92,114.06,22.6,942.0,40.6,16.46,55.89
15833,104.58,116.09,18.2,942.0,54.2,16.46,55.89
15834,110.64,100.62,15.6,943.0,59.6,16.46,55.89
15835,49.11,71.09,14.6,943.0,57.8,16.46,55.89
15836,21.2,60.23,14.1,943.0,58.0,16.46,55.89
15837,37.14,59.39,12.8,943.0,64.3,16.46,55.89
15838,65.2,57.84,11.3,943.0,71.0,16.46,55.89
15839,39.38,52.14,10.8,943.0,71.4,16.46,55.89
15888,2.57,43.29,11.7,944.0,79.1,17.61,63.88
15889,1.03,29.12,10.8,944.0,81.7,17.61,63.88
15890,1.33,27.97,10.0,944.0,85.2,17.61,63.88
15891,1.91,22.82,9.5,944.0,87.1,17.61,63.88
15892,2.86,23.91,9.1,944.0,88.7,17.61,63.88
15893,13.19,30.95,8.8,944.0,90.1,17.61,63.88
15894,66.6,38.65,8.4,944.0,90.4,17.61,63.88
15895,76.06,44.89,9.4,944.0,90.8,17.61,63.88
15896,52.07,54.67,12.4,945.0,79.7,17.61,63.88
15897,77.54,75.04,15.2,945.0,66.3,17.61,63.88
15898,60.25,83.62,17.9,945.0,57.4,17.61,63.88
15899,34.81,77.73,19.9,944.0,52.2,17.61,63.88
15900,17.66,62.84,20.8,944.0,49.0,17.61,63.88
15901,8.79,49.0,22.4,943.0,44.8,17.61,63.88
15902,5.16,41.39,22.7,943.0,43.2,17.61,63.88
15903,5.25,48.54,22.8,943.0,44.0,17.61,63.88
15904,10.51,61.2,21.2,943.0,48.1,17.61,63.88
15905,62.98,88.05,18.4,943.0,56.1,17.61,63.88
15906,58.57,80.9,16.2,943.0,60.2,17.61,63.88
15907,31.27,67.81,15.0,943.0,60.0,17.61,63.88
15908,10.67,51.77,14.2,943.0,60.8,17.61,63.88
15909,4.38,39.36,13.2,943.0,67.4,17.61,63.88
15910,6.59,41.31,11.8,943.0,74.4,17.61,63.88
15911,23.48,50.15,10.0,943.0,77.8,17.61,63.88
15912,15.48,44.09,9.3,943.0,81.5,9.6,70.66
15913,8.31,39.51,8.5,943.0,84.1,9.6,70.66
15914,4.87,32.46,8.1,943.0,87.5,9.6,70.66
15915,2.79,24.66,7.8,943.0,88.7,9.6,70.66
15916,3.01,23.0,7.4,943.0,89.9,9.6,70.66
15917,11.18,27.72,6.9,943.0,91.1,9.6,70.66
15918,100.66,33.38,6.5,943.0,91.8,9.6,70.66
15919,208.37,54.39,7.6,943.0,91.9,9.6,70.66
15920,155.92,68.12,10.4,944.0,83.4,9.6,70.66
15921,95.19,73.57,13.1,944.0,70.4,9.6,70.66
15922,58.44,71.94,14.9,943.0,63.4,9.6,70.66
15923,38.62,69.3,17.9,943.0,55.1,9.6,70.66
15924,27.23,69.4,20.6,942.0,47.9,9.6,70.66
15925,22.53,75.83,22.0,942.0,43.9,9.6,70.66
15926,14.62,66.85,23.2,942.0,38.6,9.6,70.66
15927,21.95,72.84,24.3,942.0,35.6,9.6,70.66
15928,80.85,101.13,22.0,942.0,40.7,9.6,70.66
15929,166.85,109.99,17.7,942.0,49.2,9.6,70.66
15930,168.67,91.03,14.8,942.0,55.7,9.6,70.66
15931,204.77,90.66,12.9,942.0,60.5,9.6,70.66
15932,215.28,88.23,11.5,942.0,64.3,9.6,70.66
15933,159.95,72.26,10.8,943.0,67.8,9.6,70.66
15934,103.73,62.92,9.9,943.0,73.2,9.6,70.66
15935,99.53,60.58,9.1,942.0,76.5,9.6,70.66
15936,79.71,50.48,8.2,942.0,81.1,10.41,66.21
15937,67.23,44.18,7.7,942.0,82.7,10.41,66.21
15938,82.33,42.56,7.1,942.0,83.9,10.41,66.21
15939,82.86,38.48,6.7,942.0,85.2,10.41,66.21
15940,68.22,37.73,6.6,942.0,85.4,10.41,66.21
15941,57.76,33.72,5.7,942.0,86.0,10.41,66.21
15942,65.47,34.45,5.3,943.0,88.7,10.41,66.21
15943,88.17,37.05,6.5,943.0,88.4,10.41,66.21
15944,83.94,51.72,9.7,944.0,72.9,10.41,66.21
15945,56.97,57.16,13.4,944.0,55.4,10.41,66.21
15946,48.57,66.43,16.2,943.0,47.7,10.41,66.21
15947,35.56,66.39,18.5,943.0,43.0,10.41,66.21
15948,23.3,65.52,20.5,942.0,38.8,10.41,66.21
15949,12.88,58.49,22.5,942.0,31.6,10.41,66.21
15950,7.69,47.0,24.1,942.0,26.8,10.41,66.21
15951,7.77,53.8,24.9,942.0,26.2,10.41,66.21
15952,15.6,72.41,22.2,942.0,32.4,10.41,66.21
15953,49.37,84.34,17.4,942.0,44.6,10.41,66.21
15954,118.54,92.17,14.0,942.0,55.8,10.41,66.21
15955,183.78,95.0,12.0,942.0,62.1,10.41,66.21
15956,116.52,79.87,10.8,942.0,62.5,10.41,66.21
15957,82.48,72.45,10.5,942.0,64.6,10.41,66.21
15958,65.33,62.27,9.5,942.0,65.9,10.41,66.21
15959,96.41,61.68,8.5,942.0,72.8,10.41,66.21
15960,127.73,58.67,7.7,942.0,77.2,11.6,70.98
15961,137.38,54.52,7.0,942.0,80.4,11.6,70.98
15962,132.63,47.14,6.6,942.0,82.5,11.6,70.98
15963,124.32,43.92,5.9,942.0,84.2,11.6,70.98
15964,98.29,40.31,5.4,942.0,85.3,11.6,70.98
15965,61.79,37.44,5.0,942.0,86.8,11.6,70.98
15966,55.5,33.39,4.6,942.0,88.0,11.6,70.98
15967,57.33,34.78,6.2,942.0,87.1,11.6,70.98
15968,60.46,47.4,9.8,943.0,69.0,11.6,70.98
15969,49.37,60.05,13.3,942.0,56.0,11.6,70.98
15970,39.0,68.01,16.4,942.0,46.9,11.6,70.98
15971,19.97,63.05,18.8,942.0,40.7,11.6,70.98
15972,17.4,69.52,21.3,941.0,37.1,11.6,70.98
15973,15.21,75.86,23.0,940.0,34.6,11.6,70.98
15974,11.43,72.17,24.0,940.0,31.6,11.6,70.98
15975,6.37,62.59,24.5,940.0,31.2,11.6,70.98
15976,17.21,80.23,22.4,940.0,36.2,11.6,70.98
15977,54.25,85.93,17.6,940.0,46.9,11.6,70.98
15978,113.51,88.4,14.9,940.0,51.3,11.6,70.98
15979,165.2,86.61,13.5,940.0,54.8,11.6,70.98
15980,102.97,71.33,12.1,940.0,58.2,11.6,70.98
15981,129.51,68.84,11.0,940.0,62.6,11.6,70.98
15982,117.29,62.56,10.2,940.0,63.1,11.6,70.98
15983,69.84,56.61,9.8,940.0,69.4,11.6,70.98
15984,61.57,55.37,9.0,940.0,73.8,13.54,62.27
15985,60.91,49.07,8.3,940.0,76.8,13.54,62.27
15986,54.76,42.7,7.7,940.0,79.0,13.54,62.27
15987,37.62,37.1,7.3,940.0,80.6,13.54,62.27
15988,26.11,33.47,7.2,940.0,80.8,13.54,62.27
15989,20.75,30.41,6.8,940.0,82.0,13.54,62.27
15990,36.93,33.81,6.6,940.0,82.6,13.54,62.27
15991,109.24,43.8,7.6,941.0,80.8,13.54,62.27
15992,177.12,73.13,11.9,941.0,64.3,13.54,62.27
15993,142.94,96.88,15.1,942.0,53.5,13.54,62.27
15994,91.8,105.95,17.5,941.0,46.7,13.54,62.27
15995,53.21,91.78,20.6,941.0,41.6,13.54,62.27
15996,9.72,28.45,23.3,940.0,44.2,13.54,62.27
15997,2.19,14.95,23.5,940.0,45.0,13.54,62.27
15998,1.0,11.2,23.6,939.0,44.3,13.54,62.27
15999,0.77,11.91,23.8,939.0,44.4,13.54,62.27
16000,2.28,23.14,21.7,939.0,49.5,13.54,62.27
16001,16.2,55.92,18.8,940.0,57.9,13.54,62.27
16002,33.94,63.45,17.1,940.0,63.0,13.54,62.27
16003,41.47,64.86,15.9,940.0,66.1,13.54,62.27
16004,40.39,60.55,14.6,940.0,69.8,13.54,62.27
16005,68.32,59.07,13.6,940.0,74.4,13.54,62.27
16006,69.48,54.27,12.5,940.0,78.1,13.54,62.27
16007,85.62,49.55,11.3,939.0,82.8,13.54,62.27
16008,63.31,44.57,10.6,939.0,83.9,8.27,64.3
16009,45.7,39.58,9.8,939.0,86.7,8.27,64.3
16010,31.62,31.49,9.1,939.0,87.8,8.27,64.3
16011,14.91,27.74,8.7,939.0,87.9,8.27,64.3
16012,11.9,24.6,8.2,939.0,89.0,8.27,64.3
16013,25.48,21.78,7.7,939.0,90.1,8.27,64.3
16014,33.41,22.16,7.5,939.0,91.6,8.27,64.3
16015,75.83,27.6,8.9,940.0,90.6,8.27,64.3
16016,154.7,56.97,13.1,940.0,73.3,8.27,64.3
16017,116.09,78.84,15.6,940.0,63.4,8.27,64.3
16018,105.59,96.76,17.8,940.0,56.5,8.27,64.3
16019,69.36,99.27,20.9,940.0,48.4,8.27,64.3
16020,31.89,78.21,23.4,939.0,42.3,8.27,64.3
16021,12.48,54.54,25.4,939.0,37.3,8.27,64.3
16022,6.83,47.45,27.0,939.0,34.2,8.27,64.3
16023,6.51,47.69,28.3,939.0,30.9,8.27,64.3
16024,25.06,58.34,25.3,939.0,32.5,8.27,64.3
16025,95.33,79.74,19.1,939.0,42.0,8.27,64.3
16026,90.05,73.07,16.3,939.0,52.3,8.27,64.3
16027,112.9,75.86,15.0,939.0,58.3,8.27,64.3
16028,128.22,72.94,14.4,939.0,62.5,8.27,64.3
16029,156.65,72.4,13.3,940.0,67.2,8.27,64.3
16030,113.63,63.5,12.0,940.0,72.3,8.27,64.3
16031,82.01,52.63,11.2,940.0,76.7,8.27,64.3
16032,87.52,52.08,10.5,940.0,78.5,5.54,77.58
16033,38.86,42.3,9.6,940.0,81.5,5.54,77.58
16034,45.27,38.99,8.9,940.0,85.5,5.54,77.58
16035,40.37,34.6,8.3,940.0,86.8,5.54,77.58
16036,40.85,30.41,7.9,940.0,87.8,5.54,77.58
16037,39.93,28.88,7.6,940.0,88.9,5.54,77.58
16038,30.06,27.85,7.2,940.0,89.1,5.54,77.58
16039,132.9,42.78,8.5,940.0,89.5,5.54,77.58
16040,65.39,48.3,12.3,941.0,72.7,5.54,77.58
16041,42.5,52.56,15.3,941.0,61.1,5.54,77.58
16042,44.49,66.3,18.1,941.0,52.5,5.54,77.58
16043,69.95,97.86,19.8,941.0,48.2,5.54,77.58
16044,33.89,75.11,21.3,940.0,44.5,5.54,77.58
16045,14.46,57.63,23.1,940.0,40.6,5.54,77.58
16046,12.02,62.92,24.5,940.0,37.8,5.54,77.58
16047,12.82,73.88,23.4,940.0,39.5,5.54,77.58
16048,36.38,92.32,21.6,940.0,43.5,5.54,77.58
16049,88.16,100.61,18.5,940.0,53.8,5.54,77.58
16050,276.67,131.04,16.2,940.0,61.9,5.54,77.58
16051,213.8,104.43,15.0,941.0,62.7,5.54,77.58
16052,146.71,84.78,14.0,941.0,66.9,5.54,77.58
16053,169.64,82.3,12.9,941.0,72.5,5.54,77.58
16054,273.08,100.15,12.0,941.0,75.6,5.54,77.58
16055,174.8,83.28,11.5,941.0,77.1,5.54,77.58
16056,110.33,65.06,10.5,941.0,81.1,16.62,77.97
16057,80.66,55.99,10.1,941.0,81.6,16.62,77.97
16058,30.85,47.53,9.7,941.0,83.2,16.62,77.97
16059,18.77,44.64,9.2,942.0,84.7,16.62,77.97
16060,76.95,50.42,8.7,942.0,86.2,16.62,77.97
16061,37.94,39.34,8.3,942.0,87.8,16.62,77.97
16062,36.08,37.35,8.1,942.0,89.4,16.62,77.97
16063,44.47,33.48,8.7,943.0,89.8,16.62,77.97
16064,79.89,48.71,12.2,943.0,80.5,16.62,77.97
16065,12.19,28.01,14.2,943.0,74.6,16.62,77.97
16066,4.99,17.73,16.1,944.0,68.3,16.62,77.97
16067,3.85,23.51,18.2,943.0,60.9,16.62,77.97
16068,5.53,35.1,19.8,943.0,55.8,16.62,77.97
16069,7.22,46.13,20.4,943.0,53.6,16.62,77.97
16070,4.49,45.45,20.4,943.0,53.1,16.62,77.97
16071,2.67,38.06,20.0,942.0,55.0,16.62,77.97
16072,1.92,37.79,18.1,943.0,63.3,16.62,77.97
16073,9.54,58.73,16.7,943.0,68.0,16.62,77.97
16074,32.54,72.14,15.3,943.0,73.1,16.62,77.97
16075,55.4,77.14,14.8,944.0,75.5,16.62,77.97
16076,14.62,63.52,14.6,944.0,75.0,16.62,77.97
16077,3.84,43.09,14.2,944.0,74.5,16.62,77.97
16078,1.63,35.9,14.2,944.0,70.8,16.62,77.97
16079,0.83,28.91,13.8,944.0,73.4,16.62,77.97
16080,0.05,20.03,13.0,944.0,78.5,24.26,57.41
16081,0.38,15.08,12.0,944.0,84.1,24.26,57.41
16082,0.05,13.57,11.5,944.0,86.5,24.26,57.41
16083,0.15,11.63,11.3,943.0,87.6,24.26,57.41
16084,0.15,13.1,11.5,943.0,86.9,24.26,57.41
16085,0.55,12.83,11.5,943.0,86.0,24.26,57.41
16086,0.73,17.87,11.2,943.0,87.0,24.26,57.41
16087,2.38,27.2,11.1,944.0,86.4,24.26,57.41
16088,7.32,36.27,11.6,944.0,84.0,24.26,57.41
16089,5.77,32.6,12.1,944.0,80.2,24.26,57.41
16090,4.38,30.31,12.4,944.0,77.5,24.26,57.41
16091,3.29,23.6,12.9,944.0,73.7,24.26,57.41
16092,2.68,21.56,13.3,943.0,71.2,24.26,57.41
16093,2.59,20.67,13.7,943.0,69.5,24.26,57.41
16094,2.94,20.1,14.3,943.0,66.5,24.26,57.41
16095,3.11,23.02,14.9,942.0,64.0,24.26,57.41
16096,3.86,33.43,13.9,942.0,66.4,24.26,57.41
16097,17.59,56.52,12.5,942.0,72.1,24.26,57.41
16098,23.21,56.32,11.5,943.0,77.3,24.26,57.41
16099,46.77,58.36,10.8,943.0,79.4,24.26,57.41
16100,40.61,52.45,9.8,942.0,82.3,24.26,57.41
16101,28.88,46.22,9.0,942.0,84.6,24.26,57.41
16102,52.17,43.52,8.3,942.0,87.2,24.26,57.41
16103,82.59,42.35,7.7,942.0,89.1,24.26,57.41
16104,68.76,40.23,7.2,941.0,89.9,3.55,97.09
16105,39.21,36.97,6.8,941.0,91.0,3.55,97.09
16106,15.46,32.64,6.5,941.0,91.9,3.55,97.09
16107,20.87,26.78,6.2,941.0,92.6,3.55,97.09
16108,17.77,22.63,5.9,941.0,93.0,3.55,97.09
16109,20.91,20.19,5.7,941.0,93.2,3.55,97.09
16110,28.65,21.77,5.6,941.0,93.5,3.55,97.09
16111,41.25,21.29,5.8,941.0,93.6,3.55,97.09
16112,61.72,31.52,7.1,941.0,92.3,3.55,97.09
16113,40.38,36.15,8.1,941.0,88.4,3.55,97.09
16114,22.6,35.74,11.0,941.0,79.2,3.55,97.09
16115,19.05,35.68,13.7,940.0,67.4,3.55,97.09
16116,16.0,40.12,14.4,940.0,64.7,3.55,97.09
16117,20.66,57.25,16.4,940.0,58.2,3.55,97.09
16118,21.95,70.21,17.1,939.0,56.0,3.55,97.09
16119,19.11,78.69,17.0,939.0,56.3,3.55,97.09
16120,30.25,80.89,15.7,939.0,60.5,3.55,97.09
16121,51.59,79.18,13.5,939.0,69.1,3.55,97.09
16122,97.4,78.45,11.8,939.0,77.3,3.55,97.09
16123,183.67,84.4,10.6,939.0,82.3,3.55,97.09
16124,184.01,74.78,9.9,939.0,84.9,3.55,97.09
16125,200.48,66.38,9.1,940.0,87.3,3.55,97.09
16126,146.87,55.03,8.5,940.0,88.8,3.55,97.09
16127,129.62,46.34,8.0,939.0,90.6,3.55,97.09
16128,170.14,48.26,7.5,939.0,91.3,19.7,85.73
16129,153.93,42.63,7.2,939.0,92.2,19.7,85.73
16130,98.89,36.61,7.0,939.0,92.8,19.7,85.73
16131,101.56,34.6,6.7,939.0,93.3,19.7,85.73
16132,108.31,31.79,6.4,939.0,93.6,19.7,85.73
16133,92.98,28.44,6.2,939.0,93.8,19.7,85.73
16134,82.88,26.47,6.0,939.0,94.3,19.7,85.73
16135,95.6,24.75,5.9,939.0,93.9,19.7,85.73
16136,85.19,33.96,8.2,939.0,87.9,19.7,85.73
16137,64.48,51.28,10.8,939.0,74.6,19.7,85.73
16138,41.68,57.71,13.3,939.0,66.8,19.7,85.73
16139,16.02,48.28,15.2,939.0,62.5,19.7,85.73
16140,11.51,49.44,17.3,938.0,56.2,19.7,85.73
16141,7.65,44.88,18.7,938.0,51.9,19.7,85.73
16142,4.11,33.89,19.9,937.0,48.0,19.7,85.73
16143,5.39,43.94,20.2,937.0,47.0,19.7,85.73
16144,16.28,59.04,19.0,937.0,50.2,19.7,85.73
16145,36.01,76.5,16.5,937.0,57.5,19.7,85.73
16146,39.78,74.23,15.5,937.0,60.3,19.7,85.73
16147,9.41,38.71,16.7,937.0,53.9,19.7,85.73
16148,2.8,19.64,17.2,937.0,53.1,19.7,85.73
16149,0.58,14.97,17.3,937.0,53.1,19.7,85.73
16150,0.42,10.68,17.3,937.0,53.2,19.7,85.73
16151,0.0,6.71,17.5,937.0,51.8,19.7,85.73
16152,1.09,25.01,14.6,937.0,61.4,9.9,52.6
16153,0.87,25.82,13.0,937.0,67.5,9.9,52.6
16154,1.21,22.82,12.1,937.0,71.8,9.9,52.6
16155,0.59,18.88,11.3,937.0,74.9,9.9,52.6
16156,0.85,18.85,10.8,937.0,77.6,9.9,52.6
16157,1.63,24.3,10.3,937.0,80.1,9.9,52.6
16158,7.34,34.03,10.1,937.0,81.3,9.9,52.6
16159,60.23,44.4,9.9,938.0,82.7,9.9,52.6
16160,165.16,67.48,11.3,938.0,79.3,9.9,52.6
16161,116.87,72.36,14.0,938.0,68.1,9.9,52.6
16162,41.51,64.48,15.7,938.0,61.8,9.9,52.6
16163,56.62,79.32,16.8,937.0,58.0,9.9,52.6
16164,33.39,69.67,18.5,937.0,53.1,9.9,52.6
16165,19.07,62.03,18.8,936.0,51.7,9.9,52.6
16166,15.1,61.83,19.1,936.0,50.6,9.9,52.6
16167,11.05,58.39,19.8,936.0,48.4,9.9,52.6
16168,26.43,75.64,18.9,935.0,50.2,9.9,52.6
16169,47.14,79.97,16.6,935.0,57.2,9.9,52.6
16170,59.38,78.8,15.5,935.0,61.1,9.9,52.6
16171,22.28,60.91,14.7,935.0,61.9,9.9,52.6
16172,32.5,61.56,13.3,935.0,67.1,9.9,52.6
16173,37.52,60.81,12.4,935.0,70.6,9.9,52.6
16174,20.39,55.07,11.7,934.0,73.2,9.9,52.6
16175,8.25,45.8,11.0,934.0,76.2,9.9,52.6
16176,5.04,44.46,10.8,934.0,77.8,20.01,48.02
16177,2.28,34.41,11.0,933.0,78.3,20.01,48.02
16178,1.08,27.62,10.5,933.0,80.3,20.01,48.02
16179,1.2,24.66,10.4,933.0,82.0,20.01,48.02
16180,1.34,23.05,10.2,932.0,83.7,20.01,48.02
16181,1.06,22.41,9.6,932.0,87.4,20.01,48.02
16182,2.34,27.39,9.3,932.0,89.6,20.01,48.02
16183,43.07,35.58,9.5,933.0,90.5,20.01,48.02
16184,63.28,48.59,10.9,933.0,86.2,20.01,48.02
16185,58.2,60.1,15.0,933.0,69.3,20.01,48.02
16186,22.08,49.5,16.3,933.0,63.4,20.01,48.02
16187,10.14,38.91,17.4,932.0,61.3,20.01,48.02
16188,13.49,50.05,17.6,932.0,60.0,20.01,48.02
16189,5.62,33.61,18.7,931.0,54.7,20.01,48.02
16190,4.93,36.15,19.0,931.0,54.6,20.01,48.02
16191,6.86,42.93,19.8,930.0,51.7,20.01,48.02
16192,5.22,38.62,19.2,930.0,51.3,20.01,48.02
16193,21.38,58.42,17.6,930.0,57.0,20.01,48.02
16194,22.48,63.09,17.1,930.0,60.2,20.01,48.02
16195,10.36,54.21,17.2,930.0,58.9,20.01,48.02
16196,4.93,37.08,17.6,930.0,55.8,20.01,48.02
16197,0.49,11.28,18.9,930.0,48.6,20.01,48.02
16198,0.49,7.68,18.5,929.0,49.5,20.01,48.02
16199,0.75,12.15,17.8,929.0,50.9,20.01,48.02
16200,0.45,7.47,17.8,929.0,51.0,28.47,22.26
16201,0.58,18.88,15.3,929.0,63.0,28.47,22.26
16202,0.98,14.53,14.6,928.0,64.6,28.47,22.26
16203,0.5,10.71,15.2,928.0,60.0,28.47,22.26
16204,0.89,8.79,15.6,928.0,57.6,28.47,22.26
16205,0.59,7.96,16.5,928.0,53.1,28.47,22.26
16206,1.6,17.82,15.0,929.0,58.9,28.47,22.26
16207,19.21,43.27,13.7,929.0,66.3,28.47,22.26
16208,28.14,50.97,14.4,930.0,66.0,28.47,22.26
16209,23.67,51.03,15.7,930.0,61.7,28.47,22.26
16210,12.98,44.46,16.4,930.0,59.3,28.47,22.26
16211,9.85,43.8,17.3,930.0,58.9,28.47,22.26
16212,7.89,35.44,17.5,929.0,57.9,28.47,22.26
16213,3.61,28.52,17.4,929.0,62.8,28.47,22.26
16214,5.68,34.9,16.3,929.0,70.6,28.47,22.26
16215,7.99,45.02,16.9,929.0,68.6,28.47,22.26
16216,2.65,24.8,12.2,930.0,79.2,28.47,22.26
16217,2.57,19.4,9.3,931.0,92.2,28.47,22.26
16218,2.83,25.91,9.4,932.0,93.1,28.47,22.26
16219,2.57,22.93,9.0,933.0,91.7,28.47,22.26
16220,1.47,17.91,8.6,933.0,90.0,28.47,22.26
16221,1.39,12.84,8.3,933.0,88.5,28.47,22.26
16222,0.76,8.09,6.9,934.0,90.3,28.47,22.26
16223,0.69,6.72,6.0,934.0,91.1,28.47,22.26
16224,0.79,9.09,5.4,935.0,90.3,15.02,25.32
16225,0.42,7.97,5.0,935.0,89.8,15.02,25.32
16226,0.72,8.28,4.6,936.0,89.5,15.02,25.32
16227,1.23,13.38,4.2,936.0,90.7,15.02,25.32
16228,1.44,11.76,4.2,936.0,90.3,15.02,25.32
16229,3.31,18.38,3.9,936.0,91.1,15.02,25.32
16230,9.89,23.13,3.5,937.0,93.0,15.02,25.32
16231,32.34,27.59,4.1,938.0,92.7,15.02,25.32
16232,33.9,31.63,6.0,938.0,84.9,15.02,25.32
16233,39.77,35.96,7.5,939.0,80.1,15.02,25.32
16234,39.67,43.84,10.4,939.0,66.9,15.02,25.32
16235,34.24,48.56,12.5,939.0,58.0,15.02,25.32
16236,32.89,52.17,14.0,938.0,55.0,15.02,25.32
16237,21.59,47.93,16.5,938.0,49.6,15.02,25.32
16238,8.28,29.22,17.2,938.0,47.1,15.02,25.32
16239,2.23,13.99,17.6,938.0,44.6,15.02,25.32
16240,2.24,21.55,16.2,938.0,49.5,15.02,25.32
16241,6.97,36.31,13.2,939.0,59.8,15.02,25.32
16242,9.43,38.37,12.2,939.0,62.9,15.02,25.32
16243,8.52,38.08,11.9,939.0,63.2,15.02,25.32
16244,2.18,26.35,11.5,940.0,63.8,15.02,25.32
16245,69.15,46.72,10.3,940.0,69.1,15.02,25.32
16246,168.88,64.52,8.9,940.0,76.6,15.02,25.32
16247,150.26,56.2,7.9,940.0,81.7,15.02,25.32
16248,171.79,52.62,7.3,940.0,85.0,4.39,62.83
16249,155.07,44.74,6.5,940.0,87.1,4.39,62.83
16250,88.04,34.41,6.1,940.0,89.4,4.39,62.83
16251,55.58,28.51,5.5,940.0,89.9,4.39,62.83
16252,31.78,25.5,5.1,940.0,90.7,4.39,62.83
